,path,link_pairs,x_positions,y_positions,is_on_top,origin,goal,game_pair,coordinates
48942,Theatre;United_States;<;Dance;Animal;Mammal;Elephant;Sub-Saharan_Africa;Economy_of_Africa;<;<;Herbivore;Lion;Zebra,"[('Theatre', 'United_States'), ('United_States', '<'), ('<', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Elephant'), ('Elephant', 'Sub-Saharan_Africa'), ('Sub-Saharan_Africa', 'Economy_of_Africa'), ('Economy_of_Africa', '<'), ('<', '<'), ('<', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[66, None, None, 650, 1432, 481, 19, 176, None, None, None, 919, 841]","[2005, None, None, 100, 425, 2830, 916, 313, None, None, None, 303, 535]","[0.0, None, None, 1.0, 1.0, 0.0, 0.0, 1.0, None, None, None, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (None, None), (None, None), (650, 100), (1432, 425), (481, 2830), (19, 916), (176, 313), (None, None), (None, None), (None, None), (919, 303), (841, 535)]"
48943,Theatre;Dance;Animal;Mammal;Elephant;Herbivore;Lion;Zebra,"[('Theatre', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Elephant'), ('Elephant', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[1028, 650, 1432, 481, 101, 919, 841]","[211, 100, 425, 2830, 2941, 303, 535]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (650, 100), (1432, 425), (481, 2830), (101, 2941), (919, 303), (841, 535)]"
48944,Theatre;France;Maghreb;Tunis;Africa;Carnivore;<;Herbivore;Lion;Zebra,"[('Theatre', 'France'), ('France', 'Maghreb'), ('Maghreb', 'Tunis'), ('Tunis', 'Africa'), ('Africa', 'Carnivore'), ('Carnivore', '<'), ('<', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[1153, 873, 1524, 200, 952, None, None, 919, 841]","[1104, 3266, 432, 819, 679, None, None, 303, 535]","[0.0, 0.0, 1.0, 1.0, 1.0, None, None, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (873, 3266), (1524, 432), (200, 819), (952, 679), (None, None), (None, None), (919, 303), (841, 535)]"
48945,Theatre;United_States;<;United_Kingdom;British_Empire;South_Africa;Lion;Zebra,"[('Theatre', 'United_States'), ('United_States', '<'), ('<', 'United_Kingdom'), ('United_Kingdom', 'British_Empire'), ('British_Empire', 'South_Africa'), ('South_Africa', 'Lion'), ('Lion', 'Zebra')]","[66, None, None, 131, 934, 388, 841]","[2005, None, None, 285, 2136, 3085, 535]","[0.0, None, None, 1.0, 0.0, 0.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (None, None), (None, None), (131, 285), (934, 2136), (388, 3085), (841, 535)]"
48946,Theatre;India;Mammal;Zebra,"[('Theatre', 'India'), ('India', 'Mammal'), ('Mammal', 'Zebra')]","[269, 564, 471]","[2329, 2251, 3608]","[0.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (564, 2251), (471, 3608)]"
48947,Theatre;Opera;<;India;Indian_Ocean;Africa;Herbivore;<;Giraffe;South_Africa;<;<;Giraffe;Southern_Africa;<;<;Lion;Zebra,"[('Theatre', 'Opera'), ('Opera', '<'), ('<', 'India'), ('India', 'Indian_Ocean'), ('Indian_Ocean', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', '<'), ('<', 'Giraffe'), ('Giraffe', 'South_Africa'), ('South_Africa', '<'), ('<', '<'), ('<', 'Giraffe'), ('Giraffe', 'Southern_Africa'), ('Southern_Africa', '<'), ('<', '<'), ('<', 'Lion'), ('Lion', 'Zebra')]","[1200, None, None, 467, 1438, 1255, None, None, 1047, None, None, None, 19, None, None, None, 841]","[113, None, None, 122, 75, 679, None, None, 119, None, None, None, 950, None, None, None, 535]","[1.0, None, None, 1.0, 1.0, 1.0, None, None, 1.0, None, None, None, 0.0, None, None, None, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1200, 113), (None, None), (None, None), (467, 122), (1438, 75), (1255, 679), (None, None), (None, None), (1047, 119), (None, None), (None, None), (None, None), (19, 950), (None, None), (None, None), (None, None), (841, 535)]"
48948,Theatre;Dance;Animal;Mammal;Zebra,"[('Theatre', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[1028, 650, 1432, 471]","[211, 100, 425, 3608]","[1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (650, 100), (1432, 425), (471, 3608)]"
48949,Theatre;United_States;Washington%2C_D.C.;New_York_City;Atlantic_Ocean;Africa;Herbivore;Animal;Mammal;Zebra,"[('Theatre', 'United_States'), ('United_States', 'Washington%2C_D.C.'), ('Washington%2C_D.C.', 'New_York_City'), ('New_York_City', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[66, 1478, 613, 462, 19, 1255, 690, 1432, 471]","[2005, 395, 2588, 262, 138, 679, 75, 425, 3608]","[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (1478, 395), (613, 2588), (462, 262), (19, 138), (1255, 679), (690, 75), (1432, 425), (471, 3608)]"
48950,Theatre;Drama;Television;Color;Bird;Vertebrate;Mammal;Zebra,"[('Theatre', 'Drama'), ('Drama', 'Television'), ('Television', 'Color'), ('Color', 'Bird'), ('Bird', 'Vertebrate'), ('Vertebrate', 'Mammal'), ('Mammal', 'Zebra')]","[24, 472, 738, 377, 1526, 175, 471]","[192, 100, 274, 3180, 365, 1168, 3608]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(24, 192), (472, 100), (738, 274), (377, 3180), (1526, 365), (175, 1168), (471, 3608)]"
48951,Theatre;Drama;Athens;<;China;Biology;Drosophila_melanogaster;<;Organism;Eukaryote;Animal;Mammal;Zebra,"[('Theatre', 'Drama'), ('Drama', 'Athens'), ('Athens', '<'), ('<', 'China'), ('China', 'Biology'), ('Biology', 'Drosophila_melanogaster'), ('Drosophila_melanogaster', '<'), ('<', 'Organism'), ('Organism', 'Eukaryote'), ('Eukaryote', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[24, 297, None, None, 38, 606, None, None, 881, 1451, 1432, 471]","[192, 303, None, None, 3973, 2048, None, None, 100, 164, 425, 3608]","[1.0, 1.0, None, None, 0.0, 0.0, None, None, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(24, 192), (297, 303), (None, None), (None, None), (38, 3973), (606, 2048), (None, None), (None, None), (881, 100), (1451, 164), (1432, 425), (471, 3608)]"
48952,Theatre;United_States;History_of_slavery;South_Africa;Giraffe;Lion;Zebra,"[('Theatre', 'United_States'), ('United_States', 'History_of_slavery'), ('History_of_slavery', 'South_Africa'), ('South_Africa', 'Giraffe'), ('Giraffe', 'Lion'), ('Lion', 'Zebra')]","[66, 1072, 644, 871, 273, 841]","[2005, 7061, 1493, 3085, 642, 535]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (1072, 7061), (644, 1493), (871, 3085), (273, 642), (841, 535)]"
48953,Theatre;India;Africa;Lion;Zebra,"[('Theatre', 'India'), ('India', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[269, 420, 1065, 841]","[2329, 1365, 679, 535]","[0.0, 0.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (420, 1365), (1065, 679), (841, 535)]"
48954,Theatre;Music;Language;Spanish_language;United_Nations;<;Africa;Giraffe;South_Africa;<;Lion;Zebra,"[('Theatre', 'Music'), ('Music', 'Language'), ('Language', 'Spanish_language'), ('Spanish_language', 'United_Nations'), ('United_Nations', '<'), ('<', 'Africa'), ('Africa', 'Giraffe'), ('Giraffe', 'South_Africa'), ('South_Africa', '<'), ('<', 'Lion'), ('Lion', 'Zebra')]","[947, 19, 1134, 1479, None, None, 230, 1047, None, None, 841]","[211, 2855, 351, 744, None, None, 698, 119, None, None, 535]","[1.0, 0.0, 1.0, 1.0, None, None, 1.0, 1.0, None, None, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(947, 211), (19, 2855), (1134, 351), (1479, 744), (None, None), (None, None), (230, 698), (1047, 119), (None, None), (None, None), (841, 535)]"
48955,Theatre;Brazil;Atlantic_Ocean;Ghana;Africa;Giraffe;Okapi;Zebra,"[('Theatre', 'Brazil'), ('Brazil', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Ghana'), ('Ghana', 'Africa'), ('Africa', 'Giraffe'), ('Giraffe', 'Okapi'), ('Okapi', 'Zebra')]","[330, 367, 1162, 179, 230, 831, 777]","[1899, 122, 2718, 2260, 698, 119, 75]","[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(330, 1899), (367, 122), (1162, 2718), (179, 2260), (230, 698), (831, 119), (777, 75)]"
48956,Theatre;Actor;Film;Animation;The_Lion_King;Africa;Elephant;Herbivore;Lion;Zebra,"[('Theatre', 'Actor'), ('Actor', 'Film'), ('Film', 'Animation'), ('Animation', 'The_Lion_King'), ('The_Lion_King', 'Africa'), ('Africa', 'Elephant'), ('Elephant', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[440, 770, 580, 82, 217, 96, 101, 919, 841]","[376, 75, 138, 554, 138, 698, 2941, 303, 535]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(440, 376), (770, 75), (580, 138), (82, 554), (217, 138), (96, 698), (101, 2941), (919, 303), (841, 535)]"
48957,Theatre;Dance;India;Europe;Africa;Herbivore;Animal;<;<;Giraffe;African_Wild_Dog;Lion;Zebra,"[('Theatre', 'Dance'), ('Dance', 'India'), ('India', 'Europe'), ('Europe', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Animal'), ('Animal', '<'), ('<', '<'), ('<', 'Giraffe'), ('Giraffe', 'African_Wild_Dog'), ('African_Wild_Dog', 'Lion'), ('Lion', 'Zebra')]","[1028, 19, 378, 251, 1255, 690, None, None, None, 434, 895, 841]","[211, 293, 629, 157, 679, 75, None, None, None, 642, 214, 535]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, None, None, None, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (19, 293), (378, 629), (251, 157), (1255, 679), (690, 75), (None, None), (None, None), (None, None), (434, 642), (895, 214), (841, 535)]"
48958,Theatre;India;Africa;Herbivore;Lion;Zebra,"[('Theatre', 'India'), ('India', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[269, 420, 1255, 919, 841]","[2329, 1365, 679, 303, 535]","[0.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (420, 1365), (1255, 679), (919, 303), (841, 535)]"
48959,Theatre;Dance;Animal;Mammal;Zebra,"[('Theatre', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[1028, 650, 1432, 471]","[211, 100, 425, 3608]","[1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (650, 100), (1432, 425), (471, 3608)]"
48960,Theatre;Dance;Animal;Organism;Life;Earth;Africa;Giraffe;Lion;Zebra,"[('Theatre', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Organism'), ('Organism', 'Life'), ('Life', 'Earth'), ('Earth', 'Africa'), ('Africa', 'Giraffe'), ('Giraffe', 'Lion'), ('Lion', 'Zebra')]","[1028, 650, 190, 437, 683, 168, 230, 273, 841]","[211, 100, 75, 75, 75, 1677, 698, 642, 535]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (650, 100), (190, 75), (437, 75), (683, 75), (168, 1677), (230, 698), (273, 642), (841, 535)]"
48961,Theatre;India;Africa;Herbivore;Animal;Mammal;Zebra,"[('Theatre', 'India'), ('India', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[269, 420, 1255, 690, 1432, 471]","[2329, 1365, 679, 75, 425, 3608]","[0.0, 0.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (420, 1365), (1255, 679), (690, 75), (1432, 425), (471, 3608)]"
48962,Theatre;Brazil;Africa;Herbivore;Animal;Mammal;Zebra,"[('Theatre', 'Brazil'), ('Brazil', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[330, 1052, 1255, 690, 1432, 471]","[1899, 211, 679, 75, 425, 3608]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(330, 1899), (1052, 211), (1255, 679), (690, 75), (1432, 425), (471, 3608)]"
48963,Theatre;India;Mammal;Lion;Zebra,"[('Theatre', 'India'), ('India', 'Mammal'), ('Mammal', 'Lion'), ('Lion', 'Zebra')]","[269, 564, 1475, 841]","[2329, 2251, 280, 535]","[0.0, 0.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (564, 2251), (1475, 280), (841, 535)]"
48964,Theatre;India;Mammal;Zebra,"[('Theatre', 'India'), ('India', 'Mammal'), ('Mammal', 'Zebra')]","[269, 564, 471]","[2329, 2251, 3608]","[0.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (564, 2251), (471, 3608)]"
48965,Theatre;Actor;<;Brazil;Africa;Herbivore;Lion;<;<;Lion;Zebra,"[('Theatre', 'Actor'), ('Actor', '<'), ('<', 'Brazil'), ('Brazil', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', '<'), ('<', '<'), ('<', 'Lion'), ('Lion', 'Zebra')]","[440, None, None, 1052, 1255, 919, None, None, None, 841]","[376, None, None, 211, 679, 303, None, None, None, 535]","[1.0, None, None, 1.0, 1.0, 1.0, None, None, None, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(440, 376), (None, None), (None, None), (1052, 211), (1255, 679), (919, 303), (None, None), (None, None), (None, None), (841, 535)]"
48966,Theatre;Music;India;Pakistan;Iran;Persian_Gulf;Middle_East;North_Africa;Africa;Lion;Zebra,"[('Theatre', 'Music'), ('Music', 'India'), ('India', 'Pakistan'), ('Pakistan', 'Iran'), ('Iran', 'Persian_Gulf'), ('Persian_Gulf', 'Middle_East'), ('Middle_East', 'North_Africa'), ('North_Africa', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[947, 1127, 1065, 1247, 1159, 559, 426, 392, 1065, 841]","[211, 493, 122, 103, 94, 75, 94, 75, 679, 535]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(947, 211), (1127, 493), (1065, 122), (1247, 103), (1159, 94), (559, 75), (426, 94), (392, 75), (1065, 679), (841, 535)]"
48967,Theatre;United_Kingdom;Europe;Africa;Camel;Mammal;Zebra,"[('Theatre', 'United_Kingdom'), ('United_Kingdom', 'Europe'), ('Europe', 'Africa'), ('Africa', 'Camel'), ('Camel', 'Mammal'), ('Mammal', 'Zebra')]","[326, 1071, 251, 158, 1519, 471]","[2086, 76, 157, 698, 486, 3608]","[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(326, 2086), (1071, 76), (251, 157), (158, 698), (1519, 486), (471, 3608)]"
48968,Theatre;Paris;Berlin;Archaeopteryx;Animal;Mammal;Zebra,"[('Theatre', 'Paris'), ('Paris', 'Berlin'), ('Berlin', 'Archaeopteryx'), ('Archaeopteryx', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[1117, 45, 1056, 1513, 1432, 471]","[1104, 9084, 6039, 355, 425, 3608]","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1117, 1104), (45, 9084), (1056, 6039), (1513, 355), (1432, 425), (471, 3608)]"
48969,Theatre;France;European_Union;Europe;Asia;Continent;Africa;Lion;Zebra,"[('Theatre', 'France'), ('France', 'European_Union'), ('European_Union', 'Europe'), ('Europe', 'Asia'), ('Asia', 'Continent'), ('Continent', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[1153, 1377, 1212, 886, 236, 79, 1065, 841]","[1104, 621, 309, 75, 75, 94, 679, 535]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (1377, 621), (1212, 309), (886, 75), (236, 75), (79, 94), (1065, 679), (841, 535)]"
48970,Theatre;United_Kingdom;Europe;Africa;Lion;Zebra,"[('Theatre', 'United_Kingdom'), ('United_Kingdom', 'Europe'), ('Europe', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[326, 1071, 251, 1065, 841]","[2086, 76, 157, 679, 535]","[0.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(326, 2086), (1071, 76), (251, 157), (1065, 679), (841, 535)]"
48971,Theatre;Dance;Animal;Mammal;Horse;Zebra,"[('Theatre', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Horse'), ('Horse', 'Zebra')]","[1028, 650, 1432, 371, 277]","[211, 100, 425, 3608, 3078]","[1.0, 1.0, 1.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (650, 100), (1432, 425), (371, 3608), (277, 3078)]"
48972,Theatre;India;Africa;Herbivore;Lion;Zebra,"[('Theatre', 'India'), ('India', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[269, 420, 1255, 919, 841]","[2329, 1365, 679, 303, 535]","[0.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (420, 1365), (1255, 679), (919, 303), (841, 535)]"
48973,Theatre;Brazil;Africa;Lion;Zebra,"[('Theatre', 'Brazil'), ('Brazil', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[330, 1052, 1065, 841]","[1899, 211, 679, 535]","[0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(330, 1899), (1052, 211), (1065, 679), (841, 535)]"
48974,Theatre;Lighting_designer;<;Existentialism;God;China;Indonesia;<;Africa;Lion;Zebra,"[('Theatre', 'Lighting_designer'), ('Lighting_designer', '<'), ('<', 'Existentialism'), ('Existentialism', 'God'), ('God', 'China'), ('China', 'Indonesia'), ('Indonesia', '<'), ('<', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[19, None, None, 1096, 1054, 310, None, None, 1065, 841]","[376, None, None, 497, 1855, 579, None, None, 679, 535]","[1.0, None, None, 1.0, 0.0, 1.0, None, None, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(19, 376), (None, None), (None, None), (1096, 497), (1054, 1855), (310, 579), (None, None), (None, None), (1065, 679), (841, 535)]"
48975,Theatre;Opera;Vienna;World_Heritage_Site;Africa;Giraffe;Lion;Zebra,"[('Theatre', 'Opera'), ('Opera', 'Vienna'), ('Vienna', 'World_Heritage_Site'), ('World_Heritage_Site', 'Africa'), ('Africa', 'Giraffe'), ('Giraffe', 'Lion'), ('Lion', 'Zebra')]","[1200, 978, 19, 1414, 230, 273, 841]","[113, 2234, 114, 1074, 698, 642, 535]","[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1200, 113), (978, 2234), (19, 114), (1414, 1074), (230, 698), (273, 642), (841, 535)]"
48976,Theatre;Existentialism;<;Opera;Spain;American_Revolutionary_War;George_Washington;Hippopotamus;Scientific_classification;Mammal;Horse;Zebra,"[('Theatre', 'Existentialism'), ('Existentialism', '<'), ('<', 'Opera'), ('Opera', 'Spain'), ('Spain', 'American_Revolutionary_War'), ('American_Revolutionary_War', 'George_Washington'), ('George_Washington', 'Hippopotamus'), ('Hippopotamus', 'Scientific_classification'), ('Scientific_classification', 'Mammal'), ('Mammal', 'Horse'), ('Horse', 'Zebra')]","[901, None, None, 19, 299, 1361, 928, 1450, 344, 371, 277]","[1039, None, None, 2984, 2679, 695, 6159, 352, 1423, 3608, 3078]","[0.0, None, None, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(901, 1039), (None, None), (None, None), (19, 2984), (299, 2679), (1361, 695), (928, 6159), (1450, 352), (344, 1423), (371, 3608), (277, 3078)]"
48977,Theatre;United_Kingdom;Great_Britain;Antelope;Africa;South_Africa;Lion;Zebra,"[('Theatre', 'United_Kingdom'), ('United_Kingdom', 'Great_Britain'), ('Great_Britain', 'Antelope'), ('Antelope', 'Africa'), ('Africa', 'South_Africa'), ('South_Africa', 'Lion'), ('Lion', 'Zebra')]","[326, 1474, 265, 306, 236, 388, 841]","[2086, 1776, 528, 75, 510, 3085, 535]","[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(326, 2086), (1474, 1776), (265, 528), (306, 75), (236, 510), (388, 3085), (841, 535)]"
48978,Theatre;India;Africa;South_Africa;Lion;Zebra,"[('Theatre', 'India'), ('India', 'Africa'), ('Africa', 'South_Africa'), ('South_Africa', 'Lion'), ('Lion', 'Zebra')]","[269, 420, 236, 388, 841]","[2329, 1365, 510, 3085, 535]","[0.0, 0.0, 1.0, 0.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (420, 1365), (236, 510), (388, 3085), (841, 535)]"
48979,Theatre;United_States;North_America;Continent;Africa;Lion;Zebra,"[('Theatre', 'United_States'), ('United_States', 'North_America'), ('North_America', 'Continent'), ('Continent', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[66, 829, 133, 79, 1065, 841]","[2005, 75, 75, 94, 679, 535]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (829, 75), (133, 75), (79, 94), (1065, 679), (841, 535)]"
48980,Theatre;India;Africa;South_Africa;Lion;Zebra,"[('Theatre', 'India'), ('India', 'Africa'), ('Africa', 'South_Africa'), ('South_Africa', 'Lion'), ('Lion', 'Zebra')]","[269, 420, 236, 388, 841]","[2329, 1365, 510, 3085, 535]","[0.0, 0.0, 1.0, 0.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (420, 1365), (236, 510), (388, 3085), (841, 535)]"
48981,Theatre;United_States;Washington%2C_D.C.;South_Africa;Lion;Zebra,"[('Theatre', 'United_States'), ('United_States', 'Washington%2C_D.C.'), ('Washington%2C_D.C.', 'South_Africa'), ('South_Africa', 'Lion'), ('Lion', 'Zebra')]","[66, 1478, 273, 388, 841]","[2005, 395, 6031, 3085, 535]","[0.0, 1.0, 0.0, 0.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (1478, 395), (273, 6031), (388, 3085), (841, 535)]"
48982,Theatre;India;Mammal;Zebra,"[('Theatre', 'India'), ('India', 'Mammal'), ('Mammal', 'Zebra')]","[269, 564, 471]","[2329, 2251, 3608]","[0.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (564, 2251), (471, 3608)]"
48983,Theatre;United_States;Atlantic_Ocean;Africa;Lion;Zebra,"[('Theatre', 'United_States'), ('United_States', 'Atlantic_Ocean'), ('Atlantic_Ocean', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[66, 1035, 19, 1065, 841]","[2005, 75, 138, 679, 535]","[0.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (1035, 75), (19, 138), (1065, 679), (841, 535)]"
48984,Theatre;India;Mammal;Zebra,"[('Theatre', 'India'), ('India', 'Mammal'), ('Mammal', 'Zebra')]","[269, 564, 471]","[2329, 2251, 3608]","[0.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (564, 2251), (471, 3608)]"
48985,Theatre;United_States;C%C3%B4te_d%27Ivoire;Mali;Crocodile;Vertebrate;Animal;Mammal;Zebra,"[('Theatre', 'United_States'), ('United_States', 'C%C3%B4te_d%27Ivoire'), ('C%C3%B4te_d%27Ivoire', 'Mali'), ('Mali', 'Crocodile'), ('Crocodile', 'Vertebrate'), ('Vertebrate', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[66, 0, 1266, 689, 510, 1526, 1432, 471]","[2005, 0, 75, 164, 151, 221, 425, 3608]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (0, 0), (1266, 75), (689, 164), (510, 151), (1526, 221), (1432, 425), (471, 3608)]"
48986,Theatre;Brazil;Africa;Cheetah;Kenya;<;<;Lion;Zebra,"[('Theatre', 'Brazil'), ('Brazil', 'Africa'), ('Africa', 'Cheetah'), ('Cheetah', 'Kenya'), ('Kenya', '<'), ('<', '<'), ('<', 'Lion'), ('Lion', 'Zebra')]","[330, 1052, 1171, 1487, None, None, None, 841]","[1899, 211, 679, 1205, None, None, None, 535]","[0.0, 1.0, 1.0, 0.0, None, None, None, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(330, 1899), (1052, 211), (1171, 679), (1487, 1205), (None, None), (None, None), (None, None), (841, 535)]"
48987,Theatre;Paris;Africa;Herbivore;Lion;Zebra,"[('Theatre', 'Paris'), ('Paris', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[1117, 419, 1255, 919, 841]","[1104, 4555, 679, 303, 535]","[0.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1117, 1104), (419, 4555), (1255, 679), (919, 303), (841, 535)]"
48988,Theatre;United_States;North_America;Pacific_Ocean;Africa;Herbivore;<;Lion;Zebra,"[('Theatre', 'United_States'), ('United_States', 'North_America'), ('North_America', 'Pacific_Ocean'), ('Pacific_Ocean', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', '<'), ('<', 'Lion'), ('Lion', 'Zebra')]","[66, 829, 244, 1268, 1255, None, None, 841]","[2005, 75, 94, 135, 679, None, None, 535]","[0.0, 1.0, 1.0, 1.0, 1.0, None, None, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (829, 75), (244, 94), (1268, 135), (1255, 679), (None, None), (None, None), (841, 535)]"
