,path,link_pairs,x_positions,y_positions,is_on_top,origin,goal,game_pair,coordinates
48989,Theatre;Paris;19th_century;Zulu;South_Africa;Africa;Herbivore;Lion;Zebra,"[('Theatre', 'Paris'), ('Paris', '19th_century'), ('19th_century', 'Zulu'), ('Zulu', 'South_Africa'), ('South_Africa', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[1117, 360, 1507, 918, 448, 1255, 919, 841]","[1104, 247, 944, 75, 103, 679, 303, 535]","[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1117, 1104), (360, 247), (1507, 944), (918, 75), (448, 103), (1255, 679), (919, 303), (841, 535)]"
48990,Theatre;Paris;19th_century;South_Africa;Africa;Lion;Zebra,"[('Theatre', 'Paris'), ('Paris', '19th_century'), ('19th_century', 'South_Africa'), ('South_Africa', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[1117, 360, 177, 448, 1065, 841]","[1104, 247, 2219, 103, 679, 535]","[0.0, 1.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1117, 1104), (360, 247), (177, 2219), (448, 103), (1065, 679), (841, 535)]"
48991,Theatre;India;Football_%28soccer%29;Latin_America;Slavery;Africa;Giraffe;Lion;Zebra,"[('Theatre', 'India'), ('India', 'Football_%28soccer%29'), ('Football_%28soccer%29', 'Latin_America'), ('Latin_America', 'Slavery'), ('Slavery', 'Africa'), ('Africa', 'Giraffe'), ('Giraffe', 'Lion'), ('Lion', 'Zebra')]","[269, 1011, 54, 389, 265, 230, 273, 841]","[2329, 3219, 3857, 3415, 1375, 698, 642, 535]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (1011, 3219), (54, 3857), (389, 3415), (265, 1375), (230, 698), (273, 642), (841, 535)]"
48992,Theatre;Paris;Africa;Lion;Zebra,"[('Theatre', 'Paris'), ('Paris', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[1117, 419, 1065, 841]","[1104, 4555, 679, 535]","[0.0, 0.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1117, 1104), (419, 4555), (1065, 679), (841, 535)]"
48993,Theatre;Stage_%28theatre%29;Theatre_in_the_round;Greece;Africa;Camel;Mammal;Zebra,"[('Theatre', 'Stage_%28theatre%29'), ('Stage_%28theatre%29', 'Theatre_in_the_round'), ('Theatre_in_the_round', 'Greece'), ('Greece', 'Africa'), ('Africa', 'Camel'), ('Camel', 'Mammal'), ('Mammal', 'Zebra')]","[219, 332, 1202, 288, 158, 1519, 471]","[230, 176, 164, 166, 698, 486, 3608]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(219, 230), (332, 176), (1202, 164), (288, 166), (158, 698), (1519, 486), (471, 3608)]"
48994,Theatre;France;World_War_II;North_Africa;Africa;Giraffe;Lion;Zebra,"[('Theatre', 'France'), ('France', 'World_War_II'), ('World_War_II', 'North_Africa'), ('North_Africa', 'Africa'), ('Africa', 'Giraffe'), ('Giraffe', 'Lion'), ('Lion', 'Zebra')]","[1153, 60, 281, 392, 230, 273, 841]","[1104, 1265, 227, 75, 698, 642, 535]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (60, 1265), (281, 227), (392, 75), (230, 698), (273, 642), (841, 535)]"
48995,Theatre;Music;Anthropology;Human;Mammal;Horse;Zebra,"[('Theatre', 'Music'), ('Music', 'Anthropology'), ('Anthropology', 'Human'), ('Human', 'Mammal'), ('Mammal', 'Horse'), ('Horse', 'Zebra')]","[947, 1417, 550, 1544, 371, 277]","[211, 3184, 75, 571, 3608, 3078]","[1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(947, 211), (1417, 3184), (550, 75), (1544, 571), (371, 3608), (277, 3078)]"
48996,Theatre;India;Mammal;Zebra,"[('Theatre', 'India'), ('India', 'Mammal'), ('Mammal', 'Zebra')]","[269, 564, 471]","[2329, 2251, 3608]","[0.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (564, 2251), (471, 3608)]"
48997,Theatre;Brazil;Agriculture;Horse;Mammal;Zebra,"[('Theatre', 'Brazil'), ('Brazil', 'Agriculture'), ('Agriculture', 'Horse'), ('Horse', 'Mammal'), ('Mammal', 'Zebra')]","[330, 202, 1273, 1509, 471]","[1899, 166, 503, 366, 3608]","[0.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(330, 1899), (202, 166), (1273, 503), (1509, 366), (471, 3608)]"
48998,Theatre;India;Europe;Africa;Herbivore;<;Camel;Mammal;Horse;<;Zebra,"[('Theatre', 'India'), ('India', 'Europe'), ('Europe', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', '<'), ('<', 'Camel'), ('Camel', 'Mammal'), ('Mammal', 'Horse'), ('Horse', '<'), ('<', 'Zebra')]","[269, 378, 251, 1255, None, None, 1519, 371, None, None]","[2329, 629, 157, 679, None, None, 486, 3608, None, None]","[0.0, 1.0, 1.0, 1.0, None, None, 1.0, 0.0, None, None]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (378, 629), (251, 157), (1255, 679), (None, None), (None, None), (1519, 486), (371, 3608), (None, None), (None, None)]"
48999,Theatre;Brazil;Africa;Giraffe;Lion;Zebra,"[('Theatre', 'Brazil'), ('Brazil', 'Africa'), ('Africa', 'Giraffe'), ('Giraffe', 'Lion'), ('Lion', 'Zebra')]","[330, 1052, 230, 273, 841]","[1899, 211, 698, 642, 535]","[0.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(330, 1899), (1052, 211), (230, 698), (273, 642), (841, 535)]"
49000,Theatre;Brazil;Africa;Lion;Zebra,"[('Theatre', 'Brazil'), ('Brazil', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[330, 1052, 1065, 841]","[1899, 211, 679, 535]","[0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(330, 1899), (1052, 211), (1065, 679), (841, 535)]"
49001,Theatre;Dance;Animal;Mammal;Zebra,"[('Theatre', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[1028, 650, 1432, 471]","[211, 100, 425, 3608]","[1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (650, 100), (1432, 425), (471, 3608)]"
49002,Theatre;Aristotle;Biology;Gazelle;Lion;Zebra,"[('Theatre', 'Aristotle'), ('Aristotle', 'Biology'), ('Biology', 'Gazelle'), ('Gazelle', 'Lion'), ('Lion', 'Zebra')]","[504, 1250, 1442, 1154, 841]","[313, 75, 443, 202, 535]","[1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(504, 313), (1250, 75), (1442, 443), (1154, 202), (841, 535)]"
49003,Theatre;Drama;20th_century;Africa;Herbivore;Elephant;Sub-Saharan_Africa;Ecology;Mammal;Zebra,"[('Theatre', 'Drama'), ('Drama', '20th_century'), ('20th_century', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Elephant'), ('Elephant', 'Sub-Saharan_Africa'), ('Sub-Saharan_Africa', 'Ecology'), ('Ecology', 'Mammal'), ('Mammal', 'Zebra')]","[24, 704, 356, 1255, 840, 19, 998, 352, 471]","[192, 784, 1251, 679, 303, 916, 249, 1080, 3608]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(24, 192), (704, 784), (356, 1251), (1255, 679), (840, 303), (19, 916), (998, 249), (352, 1080), (471, 3608)]"
49004,Theatre;France;Kenya;Lion;Zebra,"[('Theatre', 'France'), ('France', 'Kenya'), ('Kenya', 'Lion'), ('Lion', 'Zebra')]","[1153, 153, 992, 841]","[1104, 446, 1994, 535]","[0.0, 1.0, 0.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (153, 446), (992, 1994), (841, 535)]"
49005,Theatre;United_Kingdom;Roman_Britain;Roman_Empire;Africa;Herbivore;<;Giraffe;<;Herbivore;Animal;Mammal;Zebra,"[('Theatre', 'United_Kingdom'), ('United_Kingdom', 'Roman_Britain'), ('Roman_Britain', 'Roman_Empire'), ('Roman_Empire', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', '<'), ('<', 'Giraffe'), ('Giraffe', '<'), ('<', 'Herbivore'), ('Herbivore', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[326, 1076, 484, 712, 1255, None, None, None, None, 690, 1432, 471]","[2086, 3238, 75, 4486, 679, None, None, None, None, 75, 425, 3608]","[0.0, 0.0, 1.0, 0.0, 1.0, None, None, None, None, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(326, 2086), (1076, 3238), (484, 75), (712, 4486), (1255, 679), (None, None), (None, None), (None, None), (None, None), (690, 75), (1432, 425), (471, 3608)]"
49006,Theatre;Aristotle;Geography;<;Biology;Animal;Mammal;Zebra,"[('Theatre', 'Aristotle'), ('Aristotle', 'Geography'), ('Geography', '<'), ('<', 'Biology'), ('Biology', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[504, 1216, None, None, 267, 1432, 471]","[313, 202, None, None, 963, 425, 3608]","[1.0, 1.0, None, None, 0.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(504, 313), (1216, 202), (None, None), (None, None), (267, 963), (1432, 425), (471, 3608)]"
49007,Theatre;Brazil;Africa;Lion;Zebra,"[('Theatre', 'Brazil'), ('Brazil', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[330, 1052, 1065, 841]","[1899, 211, 679, 535]","[0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(330, 1899), (1052, 211), (1065, 679), (841, 535)]"
49008,Theatre;France;<;United_Kingdom;Lion;Mammal;Zebra,"[('Theatre', 'France'), ('France', '<'), ('<', 'United_Kingdom'), ('United_Kingdom', 'Lion'), ('Lion', 'Mammal'), ('Mammal', 'Zebra')]","[1153, None, None, 64, 1521, 471]","[1104, None, None, 6966, 428, 3608]","[0.0, None, None, 0.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (None, None), (None, None), (64, 6966), (1521, 428), (471, 3608)]"
49009,Theatre;Paris;Egypt;North_Africa;Africa;Herbivore;Lion;Zebra,"[('Theatre', 'Paris'), ('Paris', 'Egypt'), ('Egypt', 'North_Africa'), ('North_Africa', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[1117, 82, 792, 392, 1255, 919, 841]","[1104, 9103, 103, 75, 679, 303, 535]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1117, 1104), (82, 9103), (792, 103), (392, 75), (1255, 679), (919, 303), (841, 535)]"
49010,Theatre;Actor;Latin;Science;Archaeology;Genetics;Organism;Eukaryote;Animal;Mammal;Zebra,"[('Theatre', 'Actor'), ('Actor', 'Latin'), ('Latin', 'Science'), ('Science', 'Archaeology'), ('Archaeology', 'Genetics'), ('Genetics', 'Organism'), ('Organism', 'Eukaryote'), ('Eukaryote', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[440, 228, 19, 997, 761, 615, 881, 1451, 1432, 471]","[376, 198, 164, 2685, 373, 75, 100, 164, 425, 3608]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(440, 376), (228, 198), (19, 164), (997, 2685), (761, 373), (615, 75), (881, 100), (1451, 164), (1432, 425), (471, 3608)]"
49011,Theatre;United_States;Bald_Eagle;Animal;Mammal;Zebra,"[('Theatre', 'United_States'), ('United_States', 'Bald_Eagle'), ('Bald_Eagle', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[66, 1416, 1523, 1432, 471]","[2005, 4662, 521, 425, 3608]","[0.0, 0.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (1416, 4662), (1523, 521), (1432, 425), (471, 3608)]"
49012,Theatre;India;Mammal;Zebra,"[('Theatre', 'India'), ('India', 'Mammal'), ('Mammal', 'Zebra')]","[269, 564, 471]","[2329, 2251, 3608]","[0.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (564, 2251), (471, 3608)]"
49013,Theatre;Dance;Animal;Mammal;Zebra,"[('Theatre', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[1028, 650, 1432, 471]","[211, 100, 425, 3608]","[1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (650, 100), (1432, 425), (471, 3608)]"
49014,Theatre;Music;Culture;North_Africa;Western_Sahara;Africa;Cheetah;Hyena;Lion;Zebra,"[('Theatre', 'Music'), ('Music', 'Culture'), ('Culture', 'North_Africa'), ('North_Africa', 'Western_Sahara'), ('Western_Sahara', 'Africa'), ('Africa', 'Cheetah'), ('Cheetah', 'Hyena'), ('Hyena', 'Lion'), ('Lion', 'Zebra')]","[947, 585, 347, 157, 95, 1171, 249, 478, 841]","[211, 493, 2477, 215, 119, 679, 547, 154, 535]","[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(947, 211), (585, 493), (347, 2477), (157, 215), (95, 119), (1171, 679), (249, 547), (478, 154), (841, 535)]"
49015,Theatre;Music;Art;Human;Mammal;Zebra,"[('Theatre', 'Music'), ('Music', 'Art'), ('Art', 'Human'), ('Human', 'Mammal'), ('Mammal', 'Zebra')]","[947, 125, 865, 1544, 471]","[211, 75, 497, 571, 3608]","[1.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(947, 211), (125, 75), (865, 497), (1544, 571), (471, 3608)]"
49016,Theatre;France;Mediterranean_Sea;Africa;Desert;Animal;Mammal;Zebra,"[('Theatre', 'France'), ('France', 'Mediterranean_Sea'), ('Mediterranean_Sea', 'Africa'), ('Africa', 'Desert'), ('Desert', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[1153, 513, 762, 597, 657, 1432, 471]","[1104, 94, 75, 634, 202, 425, 3608]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (513, 94), (762, 75), (597, 634), (657, 202), (1432, 425), (471, 3608)]"
49017,Theatre;Aristotle;Biology;Lion;Zebra,"[('Theatre', 'Aristotle'), ('Aristotle', 'Biology'), ('Biology', 'Lion'), ('Lion', 'Zebra')]","[504, 1250, 734, 841]","[313, 75, 1458, 535]","[1.0, 1.0, 0.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(504, 313), (1250, 75), (734, 1458), (841, 535)]"
49018,Theatre;Dance;Animal;Mammal;Zebra,"[('Theatre', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[1028, 650, 1432, 471]","[211, 100, 425, 3608]","[1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (650, 100), (1432, 425), (471, 3608)]"
49019,Theatre;United_Kingdom;Sikhism;East_Africa;Lion;Zebra,"[('Theatre', 'United_Kingdom'), ('United_Kingdom', 'Sikhism'), ('Sikhism', 'East_Africa'), ('East_Africa', 'Lion'), ('Lion', 'Zebra')]","[326, 1001, 232, 785, 841]","[2086, 3632, 4046, 325, 535]","[0.0, 0.0, 0.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(326, 2086), (1001, 3632), (232, 4046), (785, 325), (841, 535)]"
49020,Theatre;India;Africa;Herbivore;Animal;Mammal;Zebra,"[('Theatre', 'India'), ('India', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[269, 420, 1255, 690, 1432, 471]","[2329, 1365, 679, 75, 425, 3608]","[0.0, 0.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (420, 1365), (1255, 679), (690, 75), (1432, 425), (471, 3608)]"
49021,Theatre;United_States;North_America;Earth;Mammal;Zebra,"[('Theatre', 'United_States'), ('United_States', 'North_America'), ('North_America', 'Earth'), ('Earth', 'Mammal'), ('Mammal', 'Zebra')]","[66, 829, 223, 147, 471]","[2005, 75, 75, 931, 3608]","[0.0, 1.0, 1.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (829, 75), (223, 75), (147, 931), (471, 3608)]"
49022,Theatre;Music;<;United_States;World_Health_Organization;Zimbabwe;Africa;Kenya;<;Camel;<;Lion;Zebra,"[('Theatre', 'Music'), ('Music', '<'), ('<', 'United_States'), ('United_States', 'World_Health_Organization'), ('World_Health_Organization', 'Zimbabwe'), ('Zimbabwe', 'Africa'), ('Africa', 'Kenya'), ('Kenya', '<'), ('<', 'Camel'), ('Camel', '<'), ('<', 'Lion'), ('Lion', 'Zebra')]","[947, None, None, 44, 904, 973, 1532, None, None, None, None, 841]","[211, None, None, 6653, 230, 117, 2669, None, None, None, None, 535]","[1.0, None, None, 0.0, 1.0, 1.0, 0.0, None, None, None, None, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(947, 211), (None, None), (None, None), (44, 6653), (904, 230), (973, 117), (1532, 2669), (None, None), (None, None), (None, None), (None, None), (841, 535)]"
49023,Theatre;Actor;Film;<;Film;United_States;World_Health_Organization;Zimbabwe;Africa;Giraffe;Kenya;Madagascar;Animal;Mammal;Zebra,"[('Theatre', 'Actor'), ('Actor', 'Film'), ('Film', '<'), ('<', 'Film'), ('Film', 'United_States'), ('United_States', 'World_Health_Organization'), ('World_Health_Organization', 'Zimbabwe'), ('Zimbabwe', 'Africa'), ('Africa', 'Giraffe'), ('Giraffe', 'Kenya'), ('Kenya', 'Madagascar'), ('Madagascar', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Zebra')]","[440, 770, None, None, 332, 44, 904, 973, 230, 1288, 748, 309, 1432, 471]","[376, 75, None, None, 1248, 6653, 230, 117, 698, 1248, 1851, 122, 425, 3608]","[1.0, 1.0, None, None, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(440, 376), (770, 75), (None, None), (None, None), (332, 1248), (44, 6653), (904, 230), (973, 117), (230, 698), (1288, 1248), (748, 1851), (309, 122), (1432, 425), (471, 3608)]"
49024,Theatre;Actor;Film;United_States;Country;Earth;Mammal;Zebra,"[('Theatre', 'Actor'), ('Actor', 'Film'), ('Film', 'United_States'), ('United_States', 'Country'), ('Country', 'Earth'), ('Earth', 'Mammal'), ('Mammal', 'Zebra')]","[440, 770, 332, 771, 711, 147, 471]","[376, 75, 1248, 75, 362, 931, 3608]","[1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(440, 376), (770, 75), (332, 1248), (771, 75), (711, 362), (147, 931), (471, 3608)]"
49025,Theatre;France;Kenya;Botswana;Blue_Wildebeest;Lion;Zebra,"[('Theatre', 'France'), ('France', 'Kenya'), ('Kenya', 'Botswana'), ('Botswana', 'Blue_Wildebeest'), ('Blue_Wildebeest', 'Lion'), ('Lion', 'Zebra')]","[1153, 153, 0, 814, 1347, 841]","[1104, 446, 0, 347, 992, 535]","[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (153, 446), (0, 0), (814, 347), (1347, 992), (841, 535)]"
49026,Theatre;Stage_%28theatre%29;Actor;Film;Animation;The_Lion_King;Hyena;Carnivore;Mammal;Zebra,"[('Theatre', 'Stage_%28theatre%29'), ('Stage_%28theatre%29', 'Actor'), ('Actor', 'Film'), ('Film', 'Animation'), ('Animation', 'The_Lion_King'), ('The_Lion_King', 'Hyena'), ('Hyena', 'Carnivore'), ('Carnivore', 'Mammal'), ('Mammal', 'Zebra')]","[219, 1071, 770, 580, 82, 315, 312, 174, 471]","[230, 75, 75, 138, 554, 604, 75, 138, 3608]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(219, 230), (1071, 75), (770, 75), (580, 138), (82, 554), (315, 604), (312, 75), (174, 138), (471, 3608)]"
49027,Theatre;United_States;Pacific_Ocean;Africa;Herbivore;Animal;<;<;Giraffe;Southern_Africa;<;<;Lion;Zebra,"[('Theatre', 'United_States'), ('United_States', 'Pacific_Ocean'), ('Pacific_Ocean', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Animal'), ('Animal', '<'), ('<', '<'), ('<', 'Giraffe'), ('Giraffe', 'Southern_Africa'), ('Southern_Africa', '<'), ('<', '<'), ('<', 'Lion'), ('Lion', 'Zebra')]","[66, 1157, 1268, 1255, 690, None, None, None, 19, None, None, None, 841]","[2005, 75, 135, 679, 75, None, None, None, 950, None, None, None, 535]","[0.0, 1.0, 1.0, 1.0, 1.0, None, None, None, 0.0, None, None, None, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (1157, 75), (1268, 135), (1255, 679), (690, 75), (None, None), (None, None), (None, None), (19, 950), (None, None), (None, None), (None, None), (841, 535)]"
49028,Theatre;Dance;Animal;Mammal;Lion;Zebra,"[('Theatre', 'Dance'), ('Dance', 'Animal'), ('Animal', 'Mammal'), ('Mammal', 'Lion'), ('Lion', 'Zebra')]","[1028, 650, 1432, 1475, 841]","[211, 100, 425, 280, 535]","[1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1028, 211), (650, 100), (1432, 425), (1475, 280), (841, 535)]"
49029,Theatre;France;Kenya;East_Africa;Africa;Tanzania;Kenya;Lion;Zebra,"[('Theatre', 'France'), ('France', 'Kenya'), ('Kenya', 'East_Africa'), ('East_Africa', 'Africa'), ('Africa', 'Tanzania'), ('Tanzania', 'Kenya'), ('Kenya', 'Lion'), ('Lion', 'Zebra')]","[1153, 153, 241, 373, 1515, 1413, 992, 841]","[1104, 446, 103, 75, 2707, 1357, 1994, 535]","[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (153, 446), (241, 103), (373, 75), (1515, 2707), (1413, 1357), (992, 1994), (841, 535)]"
49030,Theatre;France;Country;United_Nations;Democratic_Republic_of_the_Congo;Congo_River;Africa;Herbivore;Lion;Zebra,"[('Theatre', 'France'), ('France', 'Country'), ('Country', 'United_Nations'), ('United_Nations', 'Democratic_Republic_of_the_Congo'), ('Democratic_Republic_of_the_Congo', 'Congo_River'), ('Congo_River', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[1153, 688, 19, 355, 321, 519, 1255, 919, 841]","[1104, 75, 381, 3171, 160, 111, 679, 303, 535]","[0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (688, 75), (19, 381), (355, 3171), (321, 160), (519, 111), (1255, 679), (919, 303), (841, 535)]"
49031,Theatre;France;Sub-Saharan_Africa;Ecology;Mammal;Zebra,"[('Theatre', 'France'), ('France', 'Sub-Saharan_Africa'), ('Sub-Saharan_Africa', 'Ecology'), ('Ecology', 'Mammal'), ('Mammal', 'Zebra')]","[1153, 527, 998, 352, 471]","[1104, 4404, 249, 1080, 3608]","[0.0, 0.0, 1.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(1153, 1104), (527, 4404), (998, 249), (352, 1080), (471, 3608)]"
49032,Theatre;United_States;Yellowstone_National_Park;Cattle;Mammal;Zebra,"[('Theatre', 'United_States'), ('United_States', 'Yellowstone_National_Park'), ('Yellowstone_National_Park', 'Cattle'), ('Cattle', 'Mammal'), ('Mammal', 'Zebra')]","[66, 663, 484, 1545, 471]","[2005, 719, 2697, 346, 3608]","[0.0, 1.0, 0.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (663, 719), (484, 2697), (1545, 346), (471, 3608)]"
49033,Theatre;Existentialism;God;Zimbabwe;Cattle;Mammal;Zebra,"[('Theatre', 'Existentialism'), ('Existentialism', 'God'), ('God', 'Zimbabwe'), ('Zimbabwe', 'Cattle'), ('Cattle', 'Mammal'), ('Mammal', 'Zebra')]","[901, 1096, 160, 628, 1545, 471]","[1039, 497, 1205, 3698, 346, 3608]","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(901, 1039), (1096, 497), (160, 1205), (628, 3698), (1545, 346), (471, 3608)]"
49034,Theatre;India;Africa;Herbivore;Lion;Zebra,"[('Theatre', 'India'), ('India', 'Africa'), ('Africa', 'Herbivore'), ('Herbivore', 'Lion'), ('Lion', 'Zebra')]","[269, 420, 1255, 919, 841]","[2329, 1365, 679, 303, 535]","[0.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (420, 1365), (1255, 679), (919, 303), (841, 535)]"
49035,Theatre;India;Mammal;Zebra,"[('Theatre', 'India'), ('India', 'Mammal'), ('Mammal', 'Zebra')]","[269, 564, 471]","[2329, 2251, 3608]","[0.0, 0.0, 0.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (564, 2251), (471, 3608)]"
49036,Theatre;United_Kingdom;British_Empire;Slavery;Africa;Giraffe;Okapi;Zebra,"[('Theatre', 'United_Kingdom'), ('United_Kingdom', 'British_Empire'), ('British_Empire', 'Slavery'), ('Slavery', 'Africa'), ('Africa', 'Giraffe'), ('Giraffe', 'Okapi'), ('Okapi', 'Zebra')]","[326, 131, 329, 265, 230, 831, 777]","[2086, 285, 1216, 1375, 698, 119, 75]","[0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(326, 2086), (131, 285), (329, 1216), (265, 1375), (230, 698), (831, 119), (777, 75)]"
49037,Theatre;United_States;Country;Australia;<;<;<;Brazil;Africa;Lion;Zebra,"[('Theatre', 'United_States'), ('United_States', 'Country'), ('Country', 'Australia'), ('Australia', '<'), ('<', '<'), ('<', '<'), ('<', 'Brazil'), ('Brazil', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[66, 771, 1220, None, None, None, None, 1052, 1065, 841]","[2005, 75, 750, None, None, None, None, 211, 679, 535]","[0.0, 1.0, 1.0, None, None, None, None, 1.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(66, 2005), (771, 75), (1220, 750), (None, None), (None, None), (None, None), (None, None), (1052, 211), (1065, 679), (841, 535)]"
49038,Theatre;India;Africa;Lion;Zebra,"[('Theatre', 'India'), ('India', 'Africa'), ('Africa', 'Lion'), ('Lion', 'Zebra')]","[269, 420, 1065, 841]","[2329, 1365, 679, 535]","[0.0, 0.0, 1.0, 1.0]",Theatre,Zebra,Theatre->Zebra,"[(269, 2329), (420, 1365), (1065, 679), (841, 535)]"
